Rank,Name,G,DefRushYards,DefPassYards,DefPlays,DefTotalYards,DefYards/Play,DefYards/G
43,Georgia Tech,13,2099,2572,850,4671,5.5,359.3
43,Army,12,2339,1972,726,4311,5.94,359.3
45,Miami (Florida),12,1943,2376,788,4319,5.48,359.9
46,Ohio,14,1984,3066,963,5050,5.24,360.7
47,Arkansas,13,2179,2538,912,4717,5.17,362.8
48,Miami (Ohio),12,2022,2342,829,4364,5.26,363.7
49,North Carolina,13,1611,3137,907,4748,5.23,365.2
50,Utah State,13,1661,3100,954,4761,4.99,366.2
51,Connecticut,12,1028,3372,814,4400,5.41,366.7
52,Nevada,13,1916,2884,866,4800,5.54,369.2
53,Western Kentucky,12,1612,2873,762,4485,5.89,373.8
54,USC,12,1337,3160,826,4497,5.44,374.8
55,Oklahoma,13,1751,3139,949,4890,5.15,376.2
56,East Carolina,12,2090,2426,814,4516,5.55,376.3
57,Louisiana Tech,13,1655,3239,996,4894,4.91,376.5
58,Kentucky,12,2198,2326,829,4524,5.46,377
59,Texas A&M,13,1324,3592,1019,4916,4.82,378.2
60,Iowa,13,2028,2898,962,4926,5.12,378.9
61,Missouri,13,1656,3284,950,4940,5.2,380
62,Houston,14,2402,2922,1045,5324,5.09,380.3
63,Buffalo,12,2174,2444,829,4618,5.57,384.8
64,Syracuse,12,1538,3099,851,4637,5.45,386.4
65,Air Force,13,2856,2168,885,5024,5.68,386.5
66,Hawai'i,13,1852,3184,899,5036,5.6,387.4
67,Oregon,14,1999,3462,1077,5461,5.07,390.1
68,San Diego State,13,2204,2882,897,5086,5.67,391.2
69,Florida Atlantic,12,2027,2680,881,4707,5.34,392.3
70,Boston College,12,1813,2919,845,4732,5.6,394.3
71,Clemson,14,2476,3045,986,5521,5.6,394.4
72,Kansas State,13,1707,3423,907,5130,5.66,394.6
73,Purdue,13,2271,2873,930,5144,5.53,395.7
74,Wake Forest,13,2208,2963,925,5171,5.59,397.8
75,Louisiana-Lafayette,13,1802,3397,962,5199,5.4,399.9
76,Toledo,13,1726,3494,895,5220,5.83,401.5
77,Minnesota,12,2237,2600,812,4837,5.96,403.1
78,Marshall,13,1948,3317,930,5265,5.66,405
79,Bowling Green,12,2441,2431,862,4872,5.65,406
80,Auburn,13,2460,2844,926,5304,5.73,408
81,Northwestern,13,2305,3019,869,5324,6.13,409.5
82,Washington State,12,1887,3029,787,4916,6.25,409.7
83,Tulane,13,2144,3190,889,5334,6,410.3
84,Oregon State,12,2362,2573,840,4935,5.88,411.3
85,Colorado State,12,2804,2155,803,4959,6.18,413.3
86,Navy,12,2243,2723,810,4966,6.13,413.8
87,Tulsa,13,1670,3722,1025,5392,5.26,414.8
88,Northern Illinois,14,2343,3470,1060,5813,5.48,415.2
89,UCLA,14,2668,3172,989,5840,5.9,417.1
90,Mississippi,12,2699,2333,806,5032,6.24,419.3
91,Arizona State,13,1945,3549,904,5494,6.08,422.6
92,Duke,12,2168,2937,779,5105,6.55,425.4
93,San Jose State,12,2452,2656,842,5108,6.07,425.7
94,Akron,12,2635,2491,841,5126,6.1,427.2
95,Iowa State,13,2515,3042,979,5557,5.68,427.5
96,Central Michigan,12,2244,2901,868,5145,5.93,428.8
97,North Texas,12,1962,3190,848,5152,6.08,429.3
98,Wyoming,13,3016,2595,922,5611,6.09,431.6
99,Western Michigan,13,2856,2795,926,5651,6.1,434.7
100,Fresno State,13,2184,3482,889,5666,6.37,435.8
101,Idaho,12,1903,3339,895,5242,5.86,436.8
102,Colorado,13,2391,3320,868,5711,6.58,439.3
103,Middle Tennessee,12,2755,2538,919,5293,5.76,441.1
104,UTEP,12,2295,3003,838,5298,6.32,441.5
105,UNLV,12,2330,2988,823,5318,6.46,443.2
106,Washington,13,2193,3700,917,5893,6.43,453.3
107,Oklahoma State,13,2404,3534,1089,5938,5.45,456.8
108,Maryland,12,2637,2849,937,5486,5.85,457.2
109,Indiana,12,2924,2580,854,5504,6.44,458.7
110,Arizona,12,1939,3587,839,5526,6.59,460.5
111,Rice,12,2201,3344,856,5545,6.48,462.1
112,New Mexico State,13,2844,3164,964,6008,6.23,462.2
113,Troy,12,2443,3137,928,5580,6.01,465
114,Texas Tech,12,3106,2721,903,5827,6.45,485.6
114,UAB,12,2440,3387,869,5827,6.71,485.6
116,Baylor,13,2566,3784,992,6350,6.4,488.5
117,Memphis,12,2299,3593,887,5892,6.64,491
118,New Mexico,12,2962,2942,878,5904,6.72,492
119,Ball State,12,2712,3412,904,6124,6.77,510.3
120,Kansas,12,2862,3335,866,6197,7.16,516.4
